,Month,Overview,Titles,Year
160,04,"The Crossing, an official prologue short to Alien: Covenant, reveals what happened to crew members Dr. Elizabeth Shaw and the synthetic David after the events of Prometheus. Set aboard an hijacked Engineer vessel, Dr. Shaw repairs David as they make their way to the homeworld of the Engineers, whom Shaw believes are humanity’s creators.",The Crossing,2017
161,07,"In the year 2163 the starship Ikarie XB-1 (Ikarus XB-1) is sent to the mysterious ""White Planet"" orbiting the star Alpha Centauri. Travelling at near-light speed, the journey takes around 28 months for the astronauts, although the effects of relativity mean that 15 years will have elapsed on Earth by the time they reach their destination. During the flight the 40-strong multinational crew must adjust to life in space, as well as dealing with various hazards they encounter, including a derelict 20th century spaceship armed with nuclear weapons, a deadly radioactive ""dark star"" and the mental breakdown of one of the crew, who threatens to destroy the spacecraft.",Icarus XB 1,1963
162,03,"Before the Doctor can settle down to married life, he must face one last confrontation with his deadly enemy of certain death - the Master.",Doctor Who: The Curse of Fatal Death,1999
163,11,"A recently-widowed, science fiction writer considers whether to adopt a hyper-imaginative 6-year-old abandoned and socially-rejected boy who says he's really from Mars.",Martian Child,2007
164,06,"On July 2, a giant alien mothership enters orbit around Earth and deploys several dozen saucer-shaped 'destroyer' spacecraft that quickly lay waste to major cities around the planet. On July 3, the United States conducts a coordinated counterattack that fails. On July 4, a plan is devised to gain access to the interior of the alien mothership in space, in order to plant a nuclear missile.",Independence Day,1996
165,09,An alien slave crash-lands in New York City while being pursued by two Men in Black bounty hunters. His attempt to find a place for himself on Earth parallels that of the immigrant experience.,The Brother from Another Planet,1984
166,09,"Something terrifying is happening to the Earth. Luke and Sarah, unaware of the danger, are just worried about having a passionate offhand camping weekend. Two unexpected guests will ruin their plans.",Closer,2013
167,02,"Two astronauts attempt to plant their flag on a newly discovered planet. But first, they need to get rid of some pesky aliens whose business there is unknown.",Asteria,2017
168,03,"William Shatner explores the theory that the U.S. government is involved in a cover-up of visiting alien spacecraft. Based on a book by Erich von Däniken, this documentary contains evidence of extraterrestrial life here on earth. Proof discovered through photographs taken by scientists and evidence of actual voyages found by archaeologists.",Mysteries of the Gods,1976
169,06,"Lilo, Stitch, Jumba and Pleakley have finally caught all of Jumba's genetic experiments and found the one true place where each of them belongs. Stitch, Jumba and Pleakley are offered positions in the Galactic Alliance, turning them down so they can stay on Earth with Lilo. But Lilo realizes her alien friends have places where they belong, and it's finally time to say ""aloha.""",Leroy & Stitch,2006
170,06,"An alien intending to claim Earth for his people before their homeworld is destroyed by a comet decides not to eliminate humanity when he hears their music. Instead, he lives among them until another alien is sent to find and kill him.",The History of Future Folk,2012
171,01,"On a typical fall evening in 1983, a young man was videotaping his niece's 5th birthday party. As the night's strange occurrences took place, he kept his video camera running, recording the entire event.",UFO Abduction,1989
172,08,"In 1959, an alien experiment crashes to earth and infects a fraternity member. They freeze the body, but in the modern day, two geeks pledging a fraternity accidentally thaw the corpse, which proceeds to infect the campus with parasites that transform their hosts into killer zombies.",Night of the Creeps,1986
173,07,A janitor at an alien night-club gets his wish to be a singer.,The ChubbChubbs!,2002
174,01,"After trying to rescue a man on the subway tracks, two teens wake up in a room dominated by a mysterious black sphere that sends them to hunt down and kill aliens hiding on Earth.",Gantz,2011
175,05,"Searching for the lost world of Atlantis, Prof. Aitken, his son Charles and Greg Collinson are betrayed by the crew of their expedition's ship, attracted by the fabulous treasures of Atlantis. The diving bell disabled, a deep sea monster attacks the boat. They are all dragged to the bottom of the sea where they meet the inhabitants of the lost continent, an advanced alien race that makes sailors their slaves.",Warlords of Atlantis,1978
176,03,"Seven teens head up to a cabin on the lake for spring break. Mike has studied all horror films on video, and recognizes the signs of foreshadowing of doom. The others dismiss his concerns as the workings of a person that watches too many videos, but there really is something out there, and the teens begin experiencing an attrition problem when they start stumbling into all the cliches found in a typical teen horror film.",There's Nothing Out There,1991
177,10,"This double feature comprises of Gunbuster and Die Buster (aka Gunbuster 2) condensed them into a single theatrical release told in two parts with a musical intermission in between. The first part, Gunbuster the Movie, condenses the six episodes of the original OVA into a 95-minute moviefeaturing a new 5.1 audio remix and a redub by the original Japanese cast. The second part, Die Buster the Movie, mixes large chunks of the second OVA series with a few altered or newly-animated scenes to create a truncated take on Nono's story.",Gunbuster vs Diebuster Aim for the Top! The GATTAI!! Movie,2006
178,03,"""Listen: Billie Pilgrim has come unstuck in time."" Slaughterhouse-Five is an award-winning 1972 film adaptation of Kurt Vonnegut's novel of the same name. Director Hill faithfully renders for the screen Vonnegut's obsessive story of Pilgrim, who survives the 1945 firebombing of Dresden, then lives simultaneously in his past, present, and future.",Slaughterhouse-Five,1972
179,11,A retired warrior comes to see his former lord and learns that someone is making indestructible swords from some unknown metal. He is sent together with a swordsman to investigate the source. Along the way they meet a young girl working as a beekeeper. She is later witness to the appearance of three strange females from another dimension. They are searching for a lost weapon that has landed on earth and as one of them lay dying she enlists the girl to help them control the strange beast/weapon. Meanwhile the warrior and the swordsman learn that an old nemesis has created the swords from the shell that surrounded the alien weapon. Soon the alien beast/weapon is awakened and battle for control ensues.,Moon Over Tao: Makaraga,1997
180,10,"When unstoppable aliens invade, it seems that all is lost until a teenager with the ability to defeat these invaders appears, but he has no memories of who he is or how to use his power.",This Boy Can Fight Aliens,2011
181,12,"An untold chapter in the Mass Effect saga, following the early career of Alliance Marine, James Vega, as he leads a squad of elite special forces into battle against a mysterious alien threat known as The Collectors. Stationed at a colony in a remote star system, Vega and his troops must protect the inhabitants from an invasion of the deadly insectoid warriors determined to collect the population for unknown purposes. Soon after the attack, Vega's commanding officer falls in battle, forcing the young officer to embrace the responsibility of leadership for the colony's survival. Having idolized Earth's greatest hero and warrior, Commander Shepard (the central character in the Mass Effect video games), the young and idealistic Vega must now make life and the death decisions that will effect not only the lives of his squad, but the lives of every person in the colony - all of whom he has sworn to protect...",Mass Effect: Paragon Lost,2012
182,05,"28th century, 200 years after the Great Earth Exodus. Naia, a feisty, young singer/songwriter, falls in love with the beautiful saxophonist Parker in Ganymede, one of Jupiter's moons. The two form a band - and now they have to not only make it as musicians but also to fight for their freedom. Dramatically rendered in rich, hand drawn animation, Strange Frame brings us into a world of space pirates, indentured slaves and genetic mutations - infused with music throughout, to create a dreamlike tale unlike anything you've ever seen",Strange Frame: Love & Sax,2012
183,03,"Two young people search for a valuable medallion, which they believe will prove that aliens from outer space visited Earth in prehistoric times.",Search For the Gods,1975
184,05,"Even in a postapocalyptic future in which Earth has been colonized by aliens, humans need hearts to live, so when an orphan boy's sister needs a new one, he'll go to just about any length to get it in this ""illustrated film"" from Matt Pizzolo.",Godkiller: Walk Among Us,2010
185,11,"Turtles Forever is a made-for-tv animated movie. Produced in celebration of the 25th anniversary of the Teenage Mutant Ninja Turtles franchise, the movie teams up different incarnations of the titular heroes—chiefly the light-hearted, child-friendly characters from the 1987 animated series and the darker cast of the 4Kids' own 2003 animated series—in an adventure that spans multiple universes.",Turtles Forever,2009
186,07,"Presents a day in the life in Austin, Texas among its social outcasts and misfits, predominantly the twenty-something set, using a series of linear vignettes. These characters, who in some manner just don't fit into the establishment norms, move seamlessly from one scene to the next, randomly coming and going into one another's lives.",Slacker,1990
187,11,"Giant robots from Venus invade Chicago. Stranded in the deserted city are Frank and Nora (who has recently attempted suicide). They meet a celebrating couple at a café, Vicki Harris and Jim Wilson. The quartet escape the robot patrol and take refuge in a large hotel. There, they encounter a new danger in Davis, a psychopathic killer.",Target Earth,1954
188,04,"A brilliant female recluse sends a distress signal into outer space from a remote location. When the Aliens arrive, they realize it's not a distress signal, it's an ingenious trap designed to exact revenge on the extraterrestrials who abducted her as a child.",Alien Implant,2017
189,12,2 buddy farmers are visited by aliens who like their domestic cabbage soup.,Cabbage Soup,1981
190,01,A cat from outer space teams up with a young girl and an old man to fight a murderous alien that possesses people.,The Cat,1992
191,01,An alien soldier is interrogated by some sort of artificial intelligence.,R'ha,2013
192,09,Mysterious and unearthly deaths start to occur while Professor Saxton is transporting the frozen remains of a primitive humanoid creature he found in Manchuria back to Europe.,Horror Express,1972
193,02,"A prologue short to Alien: Covenant, it takes place aboard the Covenant, a Weyland colonization ship on its way to a remote planet to form a new human settlement.  Before the crew is set to enter hypersleep, the 14 crew members (all couples) and their android, Walter, enjoy a final meal together.",Last Supper,2017
194,08,"A giant monster sends a town's citizens into a panic, except for a girl named Yuki and her schoolmate Tetsu. Tetsu happens to have his own strange creature named Cenco as a pet. Another boy named Shuu controls the monster threatening the town, and the stage is set for a battle.",Cencoroll,2009
195,12,"In the year 2220 A.D., the Earth Federation launches a plan to evacuate Earth when discovering that a travelling black hole capable of destroying anything in its path is on course towards the solar system. As the people on Earth prepare to relocate to planet Amare, whose ruler offers refuge, the tyrants known as the ""S.U.S. Empire"" attack the first Earth evacuation fleet. After learning that his wife Capt. Yuki Mori-Kodai disappeared in the battle and that legendary space battleship Yamato has been fully rebuilt, Susumu Kodai accepts command of the ship as he intends to not only help humanity once again, but also find Yuki in the hope of helping his relationship with his daughter Miyuki, who puts the blame on him for her mother's disappearance. But in order to fullfil the mission, the Yamato must go through battles against the SUS Empire, who intend to spoil humanity's hopes of finding a new place to live in and turn Earth into energy for their own selfish needs.",Space Battleship Yamato Resurrection,2009
196,01,"Three alien beings - a Sontaran officer, a Draconian nobleman and a Human mercenary - find themselves transported to a remote asteroid by a mysterious alien who wants to test their worthiness for his race's masterplan",Mindgame,1998
197,03,"A group of schoolchildren come upon an alien from Venus, and help him against a gang of criminals who are trying to kidnap him. The recipe for a successful Children's Film Foundation production: take a peaceful rural setting and fill with an equal mix of boys and girls (two of each will suffice).  Add a bunch of crooks, a gentle moral, and a chase. For added flavour, director Tom Wells (son of H.G. Wells) spices up an old formula with a sprinkling of science-fiction in the form of a friendly alien creature. Enjoy!",Supersonic Saucer,1956
198,03,"A small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters.",Slither,2006
199,10,"When the mysterious and sexy Ms. Xenobia takes over the biology class at the local college, the dating life of supergeek Wesley Littlejohn takes a serious turn. Littlejohn agrees to be a lab rat for the professor's unusual vitamin research study. Now, thanks to some out-of-this-world supplements, he's been transformed into the campus stud. But Xenobia has ulterior extraterrestrial motives in this sci-fi sex comedy.",Dr. Alien,1989
200,09,"A captain and his crew travel across the universe in a ship that can travel for 20 years while the crew will age only 1 year. Soon the crew realizes that a criminal is onboard who is hoping to escape civilization. The crew must find who the criminal is, and find the source of a deadly virus that is destroying them one by one",Lily C.A.T.,1987
201,02,"Five children save the life of a dog-like alien while at a self-run summer camp. He attempts to reward them by taking them to an alien colony on the Moon. Events take a turn for the worse when his report on that attack that injured him causes passage from the Moon to the Earth to be banned, and children are stranded in space. The children need to find a way back home before camp ends and their parents discover that they are missing. They also have to avoid the poachers that injured their alien friend, and now seem to be stalking them all.",Welcome to the Space Show,2010
202,05,"Struggling actor John Person agrees to drive a blue suitcase from Los Angeles to the small town of Baker, Calif., and hand it over to a mysterious cowboy in return for having his credit card debt of $27,000 paid off. Upon his arrival, John can't find the cowboy but receives an ominously head-shaped package he's supposed to hang onto. While waiting, John gets close to Ruthie, whose psychotic boyfriend, Randy, keeps threatening to kill him.",The Big Empty,2003
203,09,"Ancient Aliens Debunked is a 3 hour refutation of the theories proposed on the History Channel series Ancient Aliens. It is essentially a point by point critique of the ""ancient astronaut theory"" which has been proposed by people like Erich von Däniken and Zecharia Sitchin as well as many others. The film covers topics like: Ancient building sites: Puma Punku, The Pyramids, Baalbek, Incan sites, And Easter Island. Ancient artifacts: Pacal's rocket, the Nazca lines, the Tolima ""fighter jets"", the Egyptian ""light bulb"", Ufo's in ancient art, and the crystal skulls. Ancient text issues: Ezekiel's wheel, Ancient nuclear warfare, Vimana's, the Anunnaki, and the Nephilim.",Ancient Aliens Debunked,2012
204,07,"Based on the HG Wells story. The world is delighted when a space craft containing a crew made up of the world's astronauts lands on the moon, they think for the first time. But the delight turns to shock when the astronauts discover an old British flag and a document declaring that the moon is taken for Queen Victoria proving that the astronauts were not the first men on the moon.",First Men in the Moon,1964
205,08,"Invisible aliens in a tiny flying saucer come to Earth looking for heroin. They land on top of a New York apartment inhabited by a drug dealer and her female, androgynous, bisexual nymphomaniac lover, a fashion model. The aliens soon find the human pheromones created in the brain during orgasm preferable to heroin, and the model's casual sex partners begin to disappear.",Liquid Sky,1982
206,12,"Time travelers from the 23rd century return to 1992 to warn Japan that Godzilla will cause a catastrophic nuclear incident in the 21st century and suggest a way to rid the world of him forever. They intend to go back to 1944, to Ragos Island, where a dinosaur was exposed to radiation from the Bikini H-Bomb test and became Godzilla. Upon completion of this task, King Gidorâ appears in 1992 and the visitors' true plan is discovered. They wish to destroy Japan so it will not become the dominant economic force. Luckily for the Japanese, Godzilla was still created and will now fight Gidorâ.",Godzilla vs. King Ghidorah,1991
207,10,"Followup movie to the TV series about 250,000 aliens, or ""newcomers"" as they are known, who have by now settled alongside the humans in California. Most of the newcomers were slaves, and the slave masters are now looking for them. They send Aponso to earth to locate the slaves ready for the aliens to pick them up.",Alien Nation: Dark Horizon,1994
208,04,"In the early hours of the night, young David Maclean sees a flying saucer land and disappear into the sand dunes just beyond his house. Slowly, all of the adults, including his once loving parents, begin to act strangely.",Invaders from Mars,1953
209,06,A space shuttle mission investigating Halley's Comet brings back a malevolent race of space vampires who transform most of London's population into zombies. The only survivor of the expedition and British authorities attempt to capture a mysterious but beautiful alien woman who appears responsible.,Lifeforce,1985
210,12,"The 5th film in the original Godzilla franchise marked a turning point in the series.  Godzilla, Rodan and Mothra must put aside their quarrelsome ways to become allies and defend earth from 3 headed Dragon King Ghidorah.","Ghidorah, the Three-Headed Monster",1964
211,04,"Bug wants to be a Starship Ranger, but there's one thing they are he's not... human! On a far off world, one small alien bug sets out to find love and save the universe! So get ready because the Future is Now!",Starship,2011
212,08,"18th century justice catches up with a pair of grave robbers. With only a few hours to go before his date with the guillotine, Arthur Blake (Monaghan) tells his life story to Father Francis Duffy (Ron Perlman). Before long, Arthur spills the beans on how he got started in the grim corpse peddling business with seasoned ghoul Willie Grimes.",I Sell The Dead,2008
213,12,"In the 6th Godzilla movie, mysterious aliens from the Planet X ask earth's people to help them save their world from the dreaded Ghidorah (aka ""Monster Zero"") by letting them ""borrow"" Godzilla and Rodan. Monster mayhem ensues on Planet X, but it's soon discovered that the aliens have other intentions for the monsters.",Invasion of Astro-Monster,1965
214,12,"In Japan, scientifically advanced invaders from the war-destroyed planet Mysteroid cause an entire village to vanish, then send a giant robot out to storm the city by night, after which they request a small patch of land on Earth and the right to marry earthling women, claiming to be pacifists.  Mankind must decide whether to capitulate or to resist.",The Mysterians,1957
215,12,"Gary Sinise plays Spencer Olham, a top-secret government weapons designer who is arrested by a clandestine government organization on suspicion of being a clone created by the hostile alien race wanting to take over Earth.",Impostor,2001
216,10,"Susan Murphy (a.k.a. Ginormica) and the Monsters are now working with the US government as special ops. So when an alien presence is detected in Susan's hometown of Modesto, California -- right before Halloween -- the team is dispatched to investigate. Everything appears normal, right down to the jack-o-lanterns peering out from every doorstep and windowsill. But when Halloween arrives, those innocent-looking carved pumpkins reveal themselves for what they really are mutant aliens. The altered pumpkins then start to implement their fiendish plan to take over Earth. The Monsters are there to combat the mutant gourds and try to smash their wicked scheme!",Mutant Pumpkins from Outer Space,2009
217,12,"Sterilox, asexual ambassador from a distant planet, comes down to earth in search of feminine breeding stock. A mad scientist treats the alien to dancing sex robots.",Kiss Me Quick!,1964
218,02,Shortfilm sequel to the movie Meatball Machine. There is no real action but we'll see a bunch of aliens kill both each other and humans.,Meatball Machine: Reject of Death,2007
219,04,"After a mysterious, extraterrestrial object lands in the mining town of Salena, Arizona, the government dispatches a team of Marines to contain the possible threat. Meanwhile, a group of death row inmates ambush their prison bus and take the guards and personnel aboard hostage. Arriving in the seemingly deserted town, they come across the Special Ops captain, the sole survivor of a horrible carnage that's decimated the rest of his unit. Now, with time running out, the group must unite to combat the threat of the savage aliens hunting them in the mine tunnels below, and the peril above from a squad of fighter planes sent to bomb the town to oblivion, in this pulse-pounding, sci-fi thriller.",Alien Invasion USA,2007
220,09,"An anemic alien comes to Earth from a dying planet, in the remake of the Corman 50s classic.",Not of This Earth,1995
221,12,"A campy low-budget sequel to 1971's cult classic gore-fest with an interplanetary sub-plot grafted on.  The giant flesh-mangling meat grinder in the basement of the Lotus Cat Food Company is back in business under new management. And this time the popular ""food for cats who like people"" has drawn the attention of an alien race of intelligent felines from the planet Ceta. The Cetans' food supply has been destroyed in their interplanetary war with dog-headed dinosaurs. With help from the U.S. government's ""men in black"" the cat queen, Felina, negotiates a mega-deal with the Lotus Company to supply her planet with food. This sudden increase in orders has the new owners scrambling for fresh - and not-so-fresh- human flesh to meet the growing demand.",The Corpse Grinders II,2000
222,04,"After a mysterious, extraterrestrial object lands in the mining town of Salena, Arizona, the government dispatches a team of Marines to contain the possible threat. Meanwhile, a group of death row inmates ambush their prison bus and take the guards and personnel aboard hostage. Arriving in the seemingly deserted town, they come across the Special Ops captain, the sole survivor of a horrible carnage that's decimated the rest of his unit. Now, with time running out, the group must unite to combat the threat of the savage aliens hunting them in the mine tunnels below, and the peril above from a squad of fighter planes sent to bomb the town to oblivion, in this pulse-pounding, sci-fi thriller.",Alien Invasion USA,2007
223,08,"When a UFO crash lands nearby, it's up to a couple of kids to save the aliens from the local townspeople.","Aliens in the Wild, Wild West",1999
224,12,"Sterilox, asexual ambassador from a distant planet, comes down to earth in search of feminine breeding stock. A mad scientist treats the alien to dancing sex robots.",Kiss Me Quick!,1964
225,01,"A study of the dark legends that surround the Camp Hero Air Force Base in Montauk, Long Island.",Montauk Chronicles,2015
226,01,"The all female crew of the transport ship Muse is on a mission in deep space. They pick up an SOS signal and discover a derelict space cruiser where all the women have died mysteriously. They take the only survivor, a young woman named Flair, and detonate the ghost ship. However, the danger is just beginning. With Flair on the Muse, the romances between the women begin to take a new turn. One by one, the crewmembers are attacked by a mysterious alien presence, desperate to find a way to reproduce with human women!",Alien from the Darkness,1997
227,10,"Due to the recent arrival of undocumented immigrants, the city of Simpletown holds a special session city council meeting to determine if the town should officially ban the newcomers.",Illegal Aliens,2016
228,04,Aliens kidnap a group of humans in order to perform experiments upon them.,Laboratory,1980
229,10,"Many people think of Space as a quiet and desolate vacuum of emptiness, but new evidence reveals that space is rife with activity beyond our comprehension. Just as we sent Voyager and Pioneer probes beyond our solar system, Aliens have probes of their own that may have arrived as early as the 1600's. While Tesla was the first to successfully communicate with neighboring worlds using radio waves, we have received recent signals from intelligent sources. In 1989, Russian Space Probe Phobos 2 photographed a UFO on the surface of Mars just prior to losing contact. Scientists have determined that the craft was real and of a thin elliptical shape over 20 miles in length. We are not alone in outer space and while the Aliens may be initiating contact, they could also be here already.",Alien Contact: Outer Space,2017
230,07,"Harry Smith is your typical sexually-unfulfilled husband whose wife Olivia is more interested in UFOs than in him. With the help of his friend Sam, Harry makes Olivia believe that he has been abducted by aliens, when really he has an affair with the new dancer at the strip club which he and his wife own. But the tables are turned when Harry really is abducted by aliens, and they give him the remarkable ability to bring a woman to orgasm simply by looking at her.",Sex and the Single Alien,1993
231,12,A Father gets more than he bargained for when he invites Alien visitors into his home.,An Alien Claymation,2012
232,01,"Unearthly terror stalks the creatures of The Dark Planet. An anthology, including tentacled horror from the Tower of Blood, a primitive challenges a beast to avenge a murdered mate and a space jockey confronts a master computer.  Mostly wordless sci-fi anthology directed by fantasy and comic book artist Richard Corben (Heavy Metal).",The Dark Planet,1989
233,01,Pingu Meets John Carpenter.,Pingu's The Thing,2012
234,01,"A pair of dweebs are trying to vacation in the woods when they discover a crashed spaceship. They help the injured alien, who turns into a beautiful woman the next morning. Then with the help of their hillbilly friends the three take on the space preacher.",Invasion of the Space Preachers,1990
235,03,"In this routine, allegorical sci-fi drama by Czech director Oldrich Lipsky, a disgruntled worker accidentally finds himself aboard a spaceship (long story), and five hundred years later he comes back with a super-advanced being to a whole new world. He discovers that in his long absence, the world has literally cleaned up well, solved its problems, and is rife with a multitude of technical toys to make life easier. All of these conveniences, however, have not had much effect on the basic foibles that have plagued humanity since cave-dwelling days. Of significance are the names of two of the main characters -- Adam and Eve.",The Man from the First Century,1962
236,01,"Something strange is afoot in the suburbs of New Jersey! Carnivorous entities from out of this world have invaded the Garden State, seeking out the tastiest dish in the entire universe: human flesh! Now only a gang of burnt-out metalheads and one sexy psychic starlet can stand up to the alien invaders devious plans of world domination and human consumption!",Invasion for Flesh and Blood,1991
237,02,Real witnesses. Real encounters. Never before seen footage.,Confirmation: The Hard Evidence of Aliens Among Us?,1999
238,10,"Set in the not-too-distant future, when the existing world economy has collapsed, and the new city-states are controlled by computers, many of which require a kind of telepathic linkage with a human counterpart. When the most important of these computers exhibits strange patterns during a crucial operation, its counterpart, a top scientist named Melody, begins having psychic experiences. For a low-budget film, a surprisingly deep exploration of emotions vs. logic and the elusive search for truth.",Music of the Spheres,1984
239,,"Documentary chronicling the history of the Heaven's Gate cult, including actual home video footage and interviews with surviving members.",Heaven's Gate: The Untold Story,
240,04,Aliens kidnap a group of humans in order to perform experiments upon them.,Laboratory,1980
241,02,A fragmented film about time and identity.,Quality Time,2017
242,10,"Due to the recent arrival of undocumented immigrants, the city of Simpletown holds a special session city council meeting to determine if the town should officially ban the newcomers.",Illegal Aliens,2016
243,01,"The bungling inspector Cruchot (Funès) finds himself trying to save the residents of St. Tropez from some oil-drinking humanoid aliens. The only way to tell the aliens from the real people, besides their constant thirst for oil-products, is that they sound like empty garbage cans when you touch them. Chaos is ahead.",The Gendarme and the Creatures from Outer Space,1979
244,07,"In 1973, the first manned expedition to Mars is marooned; by the time a rescue mission arrives, there is only one survivor: the leader, Col. Edward Carruthers, who appears to have murdered the others! According to Carruthers, an unknown life form killed his comrades during a sandstorm. But the skeptical rescuers little suspect that ""it"" has stowed away for the voyage back to Earth...",It! The Terror from Beyond Space,1958
245,09,"An alien narrates the story of his dying planet, his and his people's visitations to Earth and Earth's self-made demise, while human astronauts in space are attempting to find an alternate planet for surviving humans to live on.",The Wild Blue Yonder,2005
246,05,"Hypnotic, perturbing, and utterly enthralling, The Untamed combines a suspenseful family drama with truly bizarre elements of science fiction and horror. Desperate to flee but consumed by fear, Alejandra, a young mother and working housewife, is trapped in a violent and unsatisfying relationship with her husband, Angel. She leans on her brother Fabián for support, but he has secrets of his own. All of their lives are turned upside down by the arrival of the mysterious Veronica. She convinces them that in the nearby woods, inside an isolated cabin, dwells something not of this world that could be the answer to all of their problems... something whose force they cannot resist and with whom they must make peace or suffer its wrath.",The Untamed,2016
247,08,"A young humanoid alien who gets stranded on earth hooks up with a grizzled old sheriff in a western town and tries to help him solve a tough case, but the sheriff doesn't want any help from a ""kid.""",The Sheriff and the Satellite Kid,1979
248,01,"Five individuals from five nations, including the ""Superpowers,"" USA, USSR, and China, suddenly find themselves on an alien spacecraft. An alien gives each a container holding capsules. No power on earth can open a given container except a mental command from the person to whom it is given. Each person has been provided with the power of life and death.",The 27th Day,1957
249,01,An evil brain from outer space unleashes monsters with deadly diseases on Earth with trying to conquer the universe. Superhero Starman must battle them all to save his planet.,Evil Brain from Outer Space,1965
250,01,"Running low on fuel, the Battlestar Galactica receives the help of the supposedly lost Battlestar Pegasus which is taking the offensive with the Cylons.",Mission Galactica: The Cylon Attack,1979
251,01,"After an alien ship crash lands in a Russian city, many who see the inside and the occupants start to question their own existence while others demand the aliens leave Earth.",Attraction,2017
252,01,"After a mysterious blackout, a son goes out to investigate and captures footage of actual aliens. When the aliens follow he and his brothers back to their home all hell breaks lose.",Alien Abduction: Incident in Lake County,1998
253,06,"Kye is a prisoner of war caught between two armies that he doesn't believe in. When offered an opportunity for freedom, Kye sets out on one last rescue mission only to become stranded when his ship crash lands. Kye soon realises that the deadliest creature on the desert moon is himself.",Arrowhead,2017
254,02,"An agent from a distant planet has been sent to earth to ship large quantities of blood to his world, where a plague is ravaging the populace.  He comes equipped with an interstellar matter transmitter, telepathic mind-control powers, and deathray-shooting eyes.  Because he is also affected by the blood disease, he gains control of the town's physician and has him place a nurse at his disposal, while he collects live humans for fresh blood; but gains the nurse's suspicions, along with those of her boyfriend - a town police officer.",Not of This Earth,1957
255,06,A group of hikers lost on the Appalachian Trail stumble across an ancient secret that threatens their survival.,Beacon Point,2016
256,03,The story of a couple's nice Sunday picnic that turns into science fiction in the blink of an eye.,Domingo,2007
257,09,"Stilling reeling from the events of a zombie apocalypse, a young woman, along with a group of allies, makes her way across a dystopian Japan in search of her mother, the Zombie Queen.",Helldriver,2010
258,03,"The sensationalist reporter Michelle Fox presents the TV show Weird World, with phony matters about UFOS and aliens. When she hears about Cat, a young woman that claims that have been abducted with her boyfriend and become pregnant by aliens, she convinces her chief to travel with a team to the remote Welsh island of Scalled to interview Cat. She invites the cameraman Ricky Anderson with his sound technician partner; the nerd expert in ""ufology"" and ""ley lines"" Gavin Gorman; the actress Candy Vixen and an obscure gay actor to prepare the matter. They get a van and wait for the low tide to reach the island, and when they find evidences that aliens are really landed in the location, the ambitious Michelle decides to film her way to fame and wealth.",Evil Aliens,2006
259,09,"Looking to cash in on the popularity of Steven Spielberg's mega-hits E.T. and Raiders of the Lost Ark, Hong Kong schlockmeister Wong Jing directs this yarn about Andy who, along with buddies Pin-pin and Pancho ventures to Greece to find his long lost friend Shen. They soon discover Shen is being tailed both by the KGB and by Interpol after discovering some rare gems in an archaeological dig. After a unkindly series of events, Andy winds up back in Hong Kong with the stones, which, it turns out, is not gems but rather an alien life form. Meanwhile Karov, an evil magician, is hell bent on getting his hands on the gem/alien no matter what.",Magic Crystal,1986
260,09,"Looking to cash in on the popularity of Steven Spielberg's mega-hits E.T. and Raiders of the Lost Ark, Hong Kong schlockmeister Wong Jing directs this yarn about Andy who, along with buddies Pin-pin and Pancho ventures to Greece to find his long lost friend Shen. They soon discover Shen is being tailed both by the KGB and by Interpol after discovering some rare gems in an archaeological dig. After a unkindly series of events, Andy winds up back in Hong Kong with the stones, which, it turns out, is not gems but rather an alien life form. Meanwhile Karov, an evil magician, is hell bent on getting his hands on the gem/alien no matter what.",Magic Crystal,1986
261,05,"With the Galaxy under attack, Princess Farra and her beautiful bodyguard flee to a strange alien planet - Earth. They are pursued by the evil Empress and her henchwoman.",Dirty Blondes from Beyond,2012
262,12,"Memeda, an alien from outer space happens to meet a depressed man who just lost his daughter in a car accident. After many challenges and conflicts, the two become good partners in a hilarious adventure.",Impossible,2015
263,02,"Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality.",The Cloverfield Paradox,2018
264,10,A young bride suspects her husband has been replaced by a space invader.,I Married a Monster from Outer Space,1958
265,11,"When detectives Sikes and Francisco are presented with the mysterious death of an Eeno, Matt is stupefied to discover that George rudely snubs the case. He, like most newcomers, reviles the outcast Eenos. As the case unfolds, George has to reassess his prejudices, and George's family help save the city from an alien threat originating in an Eeno waste disposal facility.",Alien Nation: The Enemy Within,1996
266,03,6th Grade gets a new substitute teacher. She wants to train the class for an international competition in Paris. But something isn't right. How is she able read kids' minds? Why is she so mean? And how does she manage to convince everyone's parents she is so great when the whole class knows she is really an alien?,The Substitute,2007
267,06,"A UFO is stranded on earth and impounded by the US government. Its pilot, a cat with a collar that gives it special powers, including the ability to communicate with humans, has eluded the authorities and seeks the help of a scientist in order to reclaim and repair his ship and get back home.",The Cat from Outer Space,1978
268,04,Humouristic reconstruction of the 1995 scandal when two British lads were accused of having faked a documentary from the Roswell incident in 1947.,Alien Autopsy,2006
269,08,Only legendary Japanese garage rock band Guitar Wolf can stand between a race of aliens from destroying earth with an army of zombies.,Wild Zero,1999
